"match_id","time","home_fault","card","away_fault","info"
94106,"40","","yellow card","Ruffier S.",NA
94106,"45+2","Sio G.","yellow card","",NA
94106,"90+2","","yellow card","Ntep de Madiba P.",NA
94108,"77","Luna A.","yellow card","",NA
94108,"87","","yellow card","Sarabia P.",NA
94767,"28","","yellow card","Avci K.",NA
94767,"81","","yellow card","Ulgun O.",NA
94767,"89","","yellow card","Acer Y.",NA
94770,"41","","yellow card","Ozturk A.",NA
94770,"63","","yellow card","Seker F.",NA
94770,"86","Senturk S.","yellow card","",NA
94773,"36","","yellow card","Ekiz A.",NA
94773,"88","","yellow card","Tunc S.",NA
94773,"90+2","","yellow card","Roni",NA
94851,"41","","yellow card","Stephens D.",NA
94851,"72","","yellow card","Murray G.",NA
94852,"53","Cabaye Y.","yellow card","",NA
94852,"56","","red card","Albrighton M.",NA
94852,"77","","yellow card","Silva Ad.",NA
94860,"70","","yellow card","El Hajjam O.",NA
94860,"76","","yellow card","Zungu B.",NA
94860,"87","Sylla M.","yellow card","",NA
94860,"90+1","","red card","Gouano P.",NA
94860,"90+1","Diakhaby A.","red card","",NA
95041,"82","","yellow card","Barbet Y.",NA
95043,"3","Kingsley S.","yellow card","",NA
95055,"34","Page L.","yellow card","",NA
95055,"41","","yellow card","Payne J.",NA
95055,"65","","yellow card","Lenihan D.",NA
95055,"72","","yellow card","Smallwood R.",NA
95055,"85","Forster-Caskey J.","yellow card","",NA
95055,"90+5","","yellow card","Downing P.",NA
95564,"9","Tiago Lopes","yellow card","",NA
95564,"17","Cinaz S.","yellow card","",NA
95564,"72","Sapunaru C.","yellow card","",NA
95564,"81","Bulut U.","yellow card","",NA
95564,"85","Sapunaru C.","red card","",NA
95565,"17","","yellow card","Guidileye D.",NA
95565,"17","","yellow card","Issah K.",NA
95565,"65","","yellow card","Uludag A.",NA
95565,"75","","yellow card","Pogba F.",NA
94271,"37","","yellow card","Otamendi N.",NA
94272,"24","","yellow card","Xhaka G.",NA
94273,"50","Lea S. J.","yellow card","",NA
94273,"50","","yellow card","Gradel M.",NA
94273,"70","Lea S. J.","red card","",NA
94274,"27","","yellow card","Sarr B.",NA
94274,"62","Ekambi K.","yellow card","",NA
94274,"74","","yellow card","Pele Y.",NA
94274,"90+1","","yellow card","Luiz Gustavo",NA
94277,"34","","yellow card","Piszczek L.",NA
94277,"60","Junuzovic Z.","yellow card","",NA
94281,"23","","yellow card","Locatelli M.",NA
94281,"52","Masina A.","yellow card","",NA
94283,"23","","yellow card","Vicari F.",NA
94283,"34","","yellow card","Luiz E.",NA
94283,"54","Caracciolo Ant.","yellow card","",NA
94283,"56","","yellow card","Cionek T.",NA
94283,"86","Lee S.","yellow card","",NA
94284,"8","","red card","Koulibaly K.",NA
94284,"24","Laurini V.","yellow card","",NA
94284,"33","","yellow card","Albiol R.",NA
94285,"43","","yellow card","Milinkovic-Savic S.",NA
94285,"49","Moretti E.","yellow card","",NA
94297,"44","Kondogbia G.","yellow card","",NA
94766,"4","Belhanda Y.","yellow card","",NA
94766,"44","","yellow card","Adriano",NA
94766,"65","","red card","Tosic D.",NA
94766,"66","Gomis B.","red card","",NA
95587,"64","Wanyama V.","yellow card","",NA
96065,"47","Murray G.","yellow card","",NA
96065,"67","Gross P.","yellow card","",NA
96066,"59","Zungu B.","yellow card","",NA
96066,"83","Fofana G.","yellow card","",NA
96067,"32","Layun M.","yellow card","",NA
96067,"54","","yellow card","Zurutuza D.",NA
96067,"70","Banega E.","yellow card","",NA
96067,"87","Sarabia P.","yellow card","",NA
96067,"90+5","Mercado G.","yellow card","",NA
96789,"17","da Costa M.","yellow card","",NA
96789,"37","Mossoro M.","yellow card","",NA
96789,"38","Mossoro M.","red card","",NA
96789,"60","Kahveci I.","yellow card","",NA
96789,"68","Belozoglu E.","yellow card","",NA
96789,"90+5","Turan A.","red card","",NA
97266,"44","","yellow card","Ozkan M.",NA
97266,"58","Diniz R.","yellow card","",NA
97266,"68","","yellow card","Celik M.",NA
96222,"45","","yellow card","Austin C.",NA
96222,"53","","yellow card","Romeu O.",NA
96222,"71","","yellow card","Yoshida M.",NA
96222,"78","Schneiderlin M.","yellow card","",NA
96233,"14","Cuadrado J.","yellow card","",NA
96233,"18","","yellow card","Poli A.",NA
96233,"27","Rugani D.","yellow card","",NA
96237,"11","Rukavina A.","yellow card","",NA
96237,"21","","yellow card","Guedes G.",NA
96237,"29","Cheryshev D.","yellow card","",NA
96237,"34","Hernandez R.","yellow card","",NA
97267,"9","","yellow card","Mert Nobre",NA
97267,"36","Ucar M.","yellow card","",NA
97267,"56","Yesilyurt E.","yellow card","",NA
97267,"63","Avci K.","yellow card","",NA
97267,"66","","yellow card","Acka S.",NA
97267,"74","Ozfesli A.","yellow card","",NA
97267,"82","","yellow card","Eser B.",NA
97267,"82","Samanci B.","yellow card","",NA
97267,"90+1","","yellow card","Unlu T.",NA
97494,"37","","yellow card","Trezeguet",NA
97494,"60","Sosa J.","yellow card","",NA
96794,"44","","yellow card","Tarkowski J.",NA
96795,"39","","yellow card","Salah M.",NA
96795,"40","","yellow card","Clyne N.",NA
96795,"79","Alonso M.","yellow card","",NA
96795,"81","Moses V.","yellow card","",NA
96796,"45+1","Selnaes O.","yellow card","",NA
96800,"82","Mollet F.","yellow card","",NA
96801,"41","","yellow card","Cozza N.",NA
96801,"42","Sala E.","yellow card","",NA
96802,"12","","yellow card","Kone B.",NA
96802,"54","Danze R.","yellow card","",NA
96803,"23","","yellow card","Bissouma Y.",NA
96804,"39","Kamara B.","yellow card","",NA
96804,"40","","yellow card","Balotelli M.",NA
96805,"34","Danilo","yellow card","",NA
96805,"49","Fofana S.","red card","",NA
96807,"19","Bertolacci A.","yellow card","",NA
96807,"29","","yellow card","Badelj M.",NA
96807,"51","","yellow card","Gaspar B.",NA
96807,"53","Spolli N.","yellow card","",NA
96807,"61","","yellow card","Biraghi C.",NA
96807,"63","","yellow card","Saponara R.",NA
96807,"71","Pandev G.","red card","",NA
96807,"80","","yellow card","Dabo B.",NA
96808,"21","Ramos Marchi L. F.","yellow card","",NA
96808,"48","","yellow card","Masiello A.",NA
96808,"68","Murgia A.","yellow card","",NA
96808,"74","Milinkovic-Savic S.","yellow card","",NA
96808,"90","","yellow card","Toloi R.",NA
96809,"21","","yellow card","Burdisso N.",NA
96809,"52","","yellow card","Baselli D.",NA
96809,"66","Rui M.","yellow card","",NA
96809,"74","","yellow card","Belotti A.",NA
96809,"90","","yellow card","N'Koulou N.",NA
96811,"54","Peluso F.","yellow card","",NA
96812,"23","Lykogiannis C.","yellow card","",NA
96812,"38","Barella N.","yellow card","",NA
96812,"73","Ionita A.","yellow card","",NA
96812,"88","","yellow card","Gerson",NA
96812,"88","Ceppitelli L.","yellow card","",NA
96813,"35","","yellow card","Marcellis D.",NA
96813,"90","Koopmeiners T.","yellow card","",NA
96815,"14","Ghoochannejhad R.","yellow card","",NA
96815,"21","","yellow card","van der Heijden J-A.",NA
96815,"37","Bulthuis D.","yellow card","",NA
96815,"82","","yellow card","Haps R.",NA
96815,"82","Bruijn J.","yellow card","",NA
96816,"13","Lozano H.","yellow card","",NA
96816,"13","","yellow card","te Wierik M.",NA
96816,"14","","yellow card","Doan R.",NA
96818,"55","Sanusi R.","yellow card","",NA
96818,"59","Spierings S.","yellow card","",NA
96818,"62","Nelom M.","yellow card","",NA
96820,"43","","yellow card","Promes J.",NA
96820,"64","Van der Maarel M.","yellow card","",NA
96820,"86","Klich M.","yellow card","",NA
96823,"61","","yellow card","Vila D.",NA
96823,"61","","yellow card","Lopez P.",NA
96823,"74","","yellow card","Melendo O.",NA
96825,"12","","yellow card","Nacho",NA
96825,"31","","yellow card","Varane R.",NA
96825,"44","Suarez L.","yellow card","",NA
96825,"44","","yellow card","Ramos S.",NA
96825,"45","Messi L.","yellow card","",NA
96825,"45+3","Roberto S.","red card","",NA
96920,"47","","yellow card","Kamara A.",NA
96920,"49","","yellow card","Odoi D.",NA
96920,"64","Davis D.","yellow card","",NA
96920,"70","","yellow card","McDonald K.",NA
96920,"82","Colin M.","yellow card","",NA
96924,"27","","yellow card","Elphick T.",NA
96924,"58","Hoilett J.","yellow card","",NA
96924,"74","","yellow card","Kermorgant Y.",NA
96925,"14","Lawrence T.","yellow card","",NA
96925,"52","","yellow card","Lindsay L.",NA
96925,"66","","yellow card","Yiadom A.",NA
96927,"54","Alioski E.","yellow card","",NA
97264,"45","Scekic A.","yellow card","",NA
97264,"46","","yellow card","Nizam M.",NA
97264,"55","","yellow card","Charles",NA
97264,"55","Ciftci U.","yellow card","",NA
97264,"66","Skuletic P.","yellow card","",NA
97262,"20","Tosic D.","yellow card","",NA
97262,"26","","yellow card","Cinaz S.",NA
97262,"30","","yellow card","Badji S.",NA
97262,"61","Tosic D.","red card","",NA
97262,"85","","yellow card","Bulut U.",NA
97262,"90","","red card","Bulut U.",NA
97366,"19","Perez R.","yellow card","",NA
97366,"35","","yellow card","Jason",NA
97366,"40","Amrabat N.","yellow card","",NA
97366,"57","Zaldua J.","red card","",NA
97366,"61","Bustinza U.","yellow card","",NA
97366,"74","Rico D.","yellow card","",NA
97366,"79","Omar","yellow card","",NA
97429,"31","","yellow card","Tozlu E.",NA
97429,"61","Biyogo Poko A.","yellow card","",NA
97429,"75","Ghilas N.","yellow card","",NA
97429,"83","Ba D.","yellow card","",NA
82860,"57","Alli D.","yellow card","",NA
82860,"73","","yellow card","Ritchie M.",NA
82860,"80","","yellow card","Diame M.",NA
82860,"89","Lamela E.","yellow card","",NA
83075,"15","","red card","Mavropanos K.",NA
83075,"75","","yellow card","Holding R.",NA
83075,"75","","yellow card","Xhaka G.",NA
83075,"79","Simpson D.","yellow card","",NA
83075,"85","Mahrez R.","yellow card","",NA
83781,"37","","yellow card","Duffy S.",NA
97643,"44","","yellow card","Ruiz V.",NA
97643,"72","","yellow card","Fuego J.",NA
97643,"82","","yellow card","Mario Gaspar",NA
97644,"42","Mercado G.","yellow card","",NA
97644,"69","Pizarro G.","yellow card","",NA
97644,"83","","yellow card","Ramos S.",NA
97701,"61","Costa D.","yellow card","",NA
97701,"73","","yellow card","Calabria D.",NA
98601,"73","","yellow card","Linssen B.",NA
98601,"80","Beugelsdijk T.","yellow card","",NA
98601,"90+5","Duplan E.","yellow card","",NA
98602,"8","","yellow card","Dumic D.",NA
98602,"17","Pierie K.","yellow card","",NA
98602,"40","Bulthuis D.","yellow card","",NA
98602,"51","","yellow card","Ayoub Y.",NA
98602,"51","","red card","Ayoub Y.",NA
98602,"60","","yellow card","Klaiber S.",NA
98602,"81","","yellow card","Strieder R.",NA
83780,"88","","yellow card","Pogba P.",NA
83780,"88","Noble M.","yellow card","",NA
98031,"23","Siebatcheu T.","yellow card","",NA
98584,"77","Weimann A.","yellow card","",NA
98584,"85","","yellow card","Johansen S.",NA
98584,"86","Johnson B.","yellow card","",NA
98586,"49","","yellow card","Epureanu A.",NA
98586,"64","Maicon","yellow card","",NA
99247,"52","","yellow card","Ceylan O.",NA
99247,"55","Scuk J.","yellow card","",NA
99247,"69","","yellow card","Akdag I.",NA
99247,"71","","yellow card","Rangelov D.",NA
99247,"87","Mert Nobre","yellow card","",NA
99247,"90","Acka S.","yellow card","",NA
98123,"21","","yellow card","Mandjeck G.",NA
98123,"22","","yellow card","Cohade R.",NA
98123,"76","Fofana G.","yellow card","",NA
98124,"4","","yellow card","Djidji K.",NA
98125,"24","","yellow card","Sangare I.",NA
98125,"36","Poundje M.","yellow card","",NA
98125,"45+1","","yellow card","Somalia",NA
98125,"66","","yellow card","Sanogo Y.",NA
98127,"10","","yellow card","Haddadi O.",NA
98127,"34","","yellow card","Kwon Chang-Hoon",NA
98128,"7","Serrano J.","yellow card","",NA
98128,"41","","yellow card","Theophile-Catherine K.",NA
98128,"90+4","Ghezzal R.","red card","",NA
98131,"48","Kimpembe P.","yellow card","",NA
98132,"12","Bahoken S.","yellow card","",NA
98132,"48","Martinez P.","yellow card","",NA
98132,"70","Goncalves A.","yellow card","",NA
98135,"82","Terrazzino M.","yellow card","",NA
98137,"46","Lustenberger F.","yellow card","",NA
98143,"17","","yellow card","Berardi D.",NA
98143,"23","Brozovic M.","yellow card","",NA
98143,"85","","yellow card","Lemos M.",NA
98144,"27","","yellow card","Benat",NA
98144,"32","Maripan G.","yellow card","",NA
98144,"34","","yellow card","Saborit E.",NA
98144,"35","El Haddadi M.","yellow card","",NA
98145,"17","Guardado A.","yellow card","",NA
98145,"20","","yellow card","Sarabia P.",NA
98148,"32","Fajr F.","yellow card","",NA
98148,"36","","yellow card","Godin D.",NA
98148,"49","","yellow card","Thomas",NA
98148,"55","Flamini M.","yellow card","",NA
98150,"84","","yellow card","Mallo H.",NA
98580,"22","van de Streek S.","yellow card","",NA
98580,"45","Janssen W.","yellow card","",NA
98580,"45+5","Leeuwin R.","yellow card","",NA
98580,"62","","yellow card","Dumfries D.",NA
99189,"24","","yellow card","Oguz A.",NA
99189,"36","","red card","Oguz A.",NA
99189,"69","Pavelka D.","yellow card","",NA
99190,"8","","yellow card","Diallo S.",NA
99190,"56","","yellow card","Ciftpinar S.",NA
99190,"61","","yellow card","Boutaib K.",NA
99190,"61","Rodrigues G.","yellow card","",NA
99190,"68","","yellow card","Doria",NA
99190,"86","","yellow card","Eskihellac M.",NA
99191,"36","","yellow card","Sahin S.",NA
99191,"45+1","","yellow card","Ba D.",NA
99191,"58","Skubic N.","yellow card","",NA
99191,"58","","yellow card","Akbunar H.",NA
99191,"64","Kirintili S.","yellow card","",NA
99191,"89","","yellow card","Biyogho A.",NA
99191,"89","","red card","Biyogho A.",NA
99191,"90+5","","yellow card","Beto",NA
98612,"9","Rojo M.","yellow card","",NA
98612,"58","Young A.","yellow card","",NA
98612,"68","McTominay S.","yellow card","",NA
98612,"90+1","Shaw L.","yellow card","",NA
98613,"65","","yellow card","Bakayoko T.",NA
98614,"71","Ward-Prowse J.","yellow card","",NA
98614,"90+1","Soares C.","yellow card","",NA
98614,"90+1","Hojbjerg P.","yellow card","",NA
98614,"90+4","","yellow card","Gabriel Jesus",NA
98615,"36","van der Hoorn M.","yellow card","",NA
98615,"56","","yellow card","Crouch P.",NA
98615,"66","","yellow card","Bauer M.",NA
98616,"55","Wanyama V.","yellow card","",NA
98617,"16","","yellow card","Mori R.",NA
98620,"41","Pezzella G.","yellow card","",NA
98620,"66","Biraghi C.","yellow card","",NA
98620,"68","","yellow card","Barella N.",NA
98620,"86","","yellow card","Pavoletti L.",NA
98620,"90+4","Veretout J.","yellow card","",NA
98620,"90+5","Veretout J.","red card","",NA
98620,"90+6","","yellow card","Ceppitelli L.",NA
98621,"27","","yellow card","Schiavon E.",NA
98621,"60","Rincon T.","yellow card","",NA
98621,"66","","yellow card","Luiz E.",NA
98621,"68","","yellow card","Cionek T.",NA
98621,"78","","yellow card","Kurtic J.",NA
98621,"83","Moretti E.","yellow card","",NA
98621,"90+4","","yellow card","Salamon B.",NA
98622,"28","Fossati M.","yellow card","",NA
98622,"40","","yellow card","Samir",NA
98622,"60","","yellow card","Behrami V.",NA
98622,"74","Romulo","yellow card","",NA
98623,"13","Masiello A.","yellow card","",NA
98624,"32","","yellow card","Pjanic M.",NA
98624,"43","","yellow card","Alex Sandro",NA
98624,"63","Nainggolan R.","yellow card","",NA
98624,"68","Nainggolan R.","red card","",NA
98625,"73","","yellow card","Milik A.",NA
98625,"86","Ramirez G.","yellow card","",NA
98625,"86","","yellow card","Hamsik M.",NA
98625,"90","Linetty K.","yellow card","",NA
98631,"20","","yellow card","Vermaelen T.",NA
98631,"22","Bardhi E.","yellow card","",NA
98631,"37","Boateng E.","yellow card","",NA
98631,"62","Coke","yellow card","",NA
98631,"65","","yellow card","Busquets S.",NA
99123,"52","","yellow card","Sackey I.",NA
99123,"55","","yellow card","Maniatis G.",NA
99123,"55","","yellow card","Souza Silva W.",NA
99123,"59","Bifouma T.","yellow card","",NA
99123,"60","","yellow card","Gassama L.",NA
99123,"65","Bjarsmyr M.","yellow card","",NA
99123,"80","","yellow card","Villafanez L.",NA
99123,"90+1","Demir M.","yellow card","",NA
99123,"90+2","","yellow card","Basdas B.",NA
99278,"62","Johansen S.","yellow card","",NA
99278,"74","Kamara A.","yellow card","",NA
99278,"77","","yellow card","Huddlestone T.",NA
99278,"78","McDonald K.","yellow card","",NA
99278,"78","","yellow card","Palmer K.",NA
99278,"90+4","Bettinelli M.","yellow card","",NA
99329,"90","","red card","Eken O.",NA
99843,"53","","yellow card","Porsan-Clemente J.",NA
102279,"30","","yellow card","Merida F.",NA
102279,"36","Michel","yellow card","",NA
102279,"42","","yellow card","Xisco",NA
102279,"59","","yellow card","Castellano L.",NA
102279,"61","","red card","Castellano L.",NA
102279,"62","","yellow card","Herrera M.",NA
102279,"63","","yellow card","Oier",NA
102279,"63","Borja","yellow card","",NA
102279,"90+1","Mata J.","yellow card","",NA
106662,"45","","yellow card","Hamouma R.",NA
109187,"30","","yellow card","van Dijk V.",NA
109952,"48","","yellow card","Fabinho",NA
110552,"90+1","Weber A.","yellow card","",NA
111084,"22","","yellow card","Wisdom A.",NA
111084,"37","Meyler D.","yellow card","",NA
111084,"38","Kelly L.","yellow card","",NA
111084,"43","","yellow card","Bryson C.",NA
111084,"46","","yellow card","Lowe M.",NA
111084,"88","Meite Y.","yellow card","",NA
111084,"88","","yellow card","Johnson B.",NA
111449,"5","","yellow card","Aholou J.",NA
112391,"36","","yellow card","Bartley K.",NA
112391,"54","Colback J.","yellow card","",NA
112391,"90","Guedioura A.","yellow card","",NA
114835,"18","","yellow card","Gosling D.",NA
114835,"40","Noble M.","yellow card","",NA
114835,"59","","yellow card","King J.",NA
114835,"65","Ogbonna A.","yellow card","",NA
114835,"77","Wilshere J.","yellow card","",NA
114835,"89","Anderson F.","yellow card","",NA
114835,"90+1","Zabaleta P.","yellow card","",NA
114835,"90+3","Yarmolenko A.","yellow card","",NA
114838,"34","Fofana G.","yellow card","",NA
114840,"43","","yellow card","Diego",NA
114841,"15","","yellow card","Xeka",NA
114841,"37","Mboula J.","yellow card","",NA
114842,"43","","yellow card","Kanga Aka W.",NA
114842,"58","Gelin J.","yellow card","",NA
114848,"19","","yellow card","Rosario P.",NA
114848,"63","Mica Pinto","yellow card","",NA
114849,"43","Mendez B.","yellow card","",NA
114849,"70","Aspas I.","yellow card","",NA
114849,"73","","yellow card","Roca M.",NA
114850,"36","Morlanes M.","yellow card","",NA
114994,"28","","yellow card","Fry D.",NA
114994,"50","","yellow card","Friend G.",NA
114994,"84","Taylor M.","yellow card","",NA
114995,"47","","yellow card","Evans C.",NA
114995,"52","","yellow card","Lenihan D.",NA
114995,"60","","yellow card","Nyambe R.",NA
114995,"68","Evandro","yellow card","",NA
115001,"18","Brunt C.","yellow card","",NA
115001,"45+2","Bartley K.","yellow card","",NA
115001,"54","","yellow card","Scowen J.",NA
115002,"29","","yellow card","Osborn B.",NA
115002,"69","","yellow card","Colback J.",NA
115003,"27","","yellow card","Allen J.",NA
115501,"15","","yellow card","Oztorun F.",NA
115501,"29","","yellow card","Findikli V.",NA
115502,"71","Aleksic D.","yellow card","",NA
115504,"72","Lumanza-Lembi T.","yellow card","",NA
115504,"84","","yellow card","Tut H.",NA
114851,"10","","yellow card","Torres D.",NA
114851,"41","","yellow card","Maripan G.",NA
115593,"41","","yellow card","Hughes W.",NA
115593,"53","Ward S.","yellow card","",NA
115596,"5","Mitrovic S.","yellow card","",NA
115597,"49","Moubandje F.","yellow card","",NA
115598,"36","Bouanga D.","yellow card","",NA
115599,"30","","yellow card","Fazio F.",NA
115601,"20","Pulgar E.","yellow card","",NA
115601,"45+1","","yellow card","Fares M.",NA
115601,"64","Mattiello F.","yellow card","",NA
115601,"68","Nagy A.","yellow card","",NA
115603,"57","","yellow card","Lasagna K.",NA
115605,"6","Duncan A.","yellow card","",NA
115605,"16","Rogerio","yellow card","",NA
115605,"26","","yellow card","Miranda",NA
115605,"54","","yellow card","Vecino M.",NA
115605,"90","Sensi S.","yellow card","",NA
115606,"45+1","","yellow card","Hamer G.",NA
115606,"50","Emanuelson U.","yellow card","",NA
115606,"68","van Overeem J.","red card","",NA
115607,"29","","yellow card","Idrissi O.",NA
115609,"40","","yellow card","Linssen B.",NA
115759,"55","Dalsgaard H.","yellow card","",NA
115759,"62","","yellow card","Baker A.",NA
116004,"18","Junior L.","yellow card","",NA
116004,"22","Castro C.","yellow card","",NA
116004,"30","","yellow card","Oier",NA
116004,"41","Gamez F.","yellow card","",NA
116004,"45","Campos F.","yellow card","",NA
116004,"86","Reina M.","yellow card","",NA
116057,"36","Augusto F.","yellow card","",NA
116057,"37","","yellow card","Morkaya A.",NA
116057,"39","","yellow card","El Kabir M.",NA
116057,"46","Basdas B.","yellow card","",NA
116057,"52","Sackey I.","red card","",NA
116057,"57","","yellow card","Bifouma T.",NA
116057,"70","","red card","Bifouma T.",NA
116058,"34","","yellow card","Oztekin Y.",NA
116058,"60","Belhanda Y.","yellow card","",NA
116058,"61","Mariano","yellow card","",NA
116058,"70","Donk R.","yellow card","",NA
116058,"72","Nagatomo Y.","yellow card","",NA
116058,"90+1","","yellow card","Traore A.",NA
116061,"43","","yellow card","Yilmaz O.",NA
116061,"75","Oner I.","yellow card","",NA
116061,"81","Kilicarslan E.","red card","",NA
115612,"27","","yellow card","Molina J.",NA
115612,"41","","yellow card","Diedhiou A.",NA
115612,"42","","yellow card","Dakonam D.",NA
115612,"63","","yellow card","Mata J.",NA
115612,"68","Marcelo","yellow card","",NA
117118,"42","van Aanholt P.","yellow card","",NA
117118,"52","","yellow card","Alexander-Arnold T.",NA
117118,"75","Wan-Bissaka A.","red card","",NA
117120,"13","","yellow card","Savic S.",NA
117120,"45+1","Garay E.","yellow card","",NA
117120,"52","","yellow card","Juanfran",NA
117120,"63","","yellow card","Filipe Luis",NA
117120,"70","Rodrigo","yellow card","",NA
117121,"17","Alvarez Y.","yellow card","",NA
117121,"41","","yellow card","Garcia R.",NA
117121,"53","Berchiche Y.","yellow card","",NA
117121,"55","","yellow card","Carrillo G.",NA
117121,"76","","yellow card","Gumbau G.",NA
117121,"79","Garcia R.","yellow card","",NA
117121,"80","","yellow card","Silva J.",NA
117246,"27","","yellow card","Tekdemir M.",NA
117246,"66","","yellow card","da Costa M.",NA
117051,"38","","yellow card","Pisano E.",NA
117051,"48","","yellow card","Brownhill J.",NA
117051,"56","Scowen J.","yellow card","",NA
117053,"13","","yellow card","Philips K.",NA
117053,"27","","yellow card","Roofe K.",NA
117053,"37","","yellow card","Baker L.",NA
117053,"89","","yellow card","Samuel",NA
116886,"86","Evans C.","yellow card","",NA
116888,"63","Reach A.","yellow card","",NA
116888,"90+4","","yellow card","",NA
116890,"45+1","McClean J.","yellow card","",NA
116890,"56","Allen J.","yellow card","",NA
116890,"66","","yellow card","Powell N.",NA
116890,"66","Williams A.","yellow card","",NA
116890,"71","Crouch P.","yellow card","",NA
116890,"73","","yellow card","James R.",NA
115579,"10","Mendy F.","yellow card","",NA
115579,"15","","yellow card","Sissoko I.",NA
115580,"21","","yellow card","Kasim N.",NA
115581,"26","Meijers A.","yellow card","",NA
115582,"1","Dakonam D.","yellow card","",NA
116634,"54","","yellow card","Adarabioyo O.",NA
116634,"58","Ayala D.","yellow card","",NA
116634,"64","","yellow card","Rodriguez J.",NA
116634,"72","Shotton R.","yellow card","",NA
116736,"62","Gundogan U.","yellow card","",NA
116736,"71","","yellow card","Temeltas T.",NA
116736,"80","Kurt U.","yellow card","",NA
116736,"90+1","Akdemir U.","yellow card","",NA
115583,"53","","yellow card","Zaldua J.",NA
116114,"41","","red card","Richarlison",NA
116116,"26","Hojbjerg P.","yellow card","",NA
116119,"10","","yellow card","Martin M.",NA
116119,"36","","red card","Metanire R.",NA
116119,"45+1","Zungu B.","yellow card","",NA
116122,"6","","yellow card","Aguerd N.",NA
116122,"38","","yellow card","Lautoa W.",NA
116123,"38","","yellow card","Landre L.",NA
116128,"15","William","yellow card","",NA
116129,"49","","yellow card","Kohr D.",NA
116129,"51","","yellow card","Henrichs B.",NA
116131,"30","Insigne L.","yellow card","",NA
116136,"23","","yellow card","Bartra M.",NA
116136,"40","Wakaso M.","yellow card","",NA
116319,"25","","yellow card","",NA
117254,"4","Capoue E.","yellow card","",NA
117254,"7","","yellow card","Zaha W.",NA
117256,"40","","yellow card","Kovacic M.",NA
117256,"65","Schar F.","yellow card","",NA
117256,"68","Fernandez F.","yellow card","",NA
117256,"70","Ritchie M.","yellow card","",NA
117259,"20","Kamara B.","yellow card","",NA
117261,"7","","yellow card","Upamecano D.",NA
117261,"23","","yellow card","Saracchi M.",NA
117261,"68","Diallo A.","yellow card","",NA
117261,"75","Dahoud M.","yellow card","",NA
117262,"6","Kurtic J.","yellow card","",NA
117262,"61","Schiattarella P.","yellow card","",NA
117262,"69","","yellow card","Stulac L.",NA
117262,"70","Lazzari M.","yellow card","",NA
117262,"71","Felipe","yellow card","",NA
117262,"72","Petagna A.","yellow card","",NA
117262,"73","","yellow card","Barilla A.",NA
117263,"33","","yellow card","Locatelli M.",NA
117263,"34","Barella N.","yellow card","",NA
117263,"61","Cigarini L.","yellow card","",NA
117263,"63","","yellow card","Marlon",NA
117267,"33","","yellow card","Meite S.",NA
117267,"36","","yellow card","Moretti E.",NA
117267,"44","de Vrij S.","yellow card","",NA
117268,"26","","yellow card","Bereszynski B.",NA
117268,"57","","yellow card","Ramirez G.",NA
117268,"67","","yellow card","Murru N.",NA
117273,"30","","yellow card","Diakhaby M.",NA
117273,"48","Hermoso M.","yellow card","",NA
117274,"5","","yellow card","Mario Gaspar",NA
117274,"44","Mercado G.","yellow card","",NA
117274,"81","Sarabia P.","yellow card","",NA
117274,"88","","yellow card","Costa J.",NA
117274,"90+2","Kjaer S.","yellow card","",NA
118191,"10","","yellow card","Lucas",NA
118191,"19","Herrera A.","yellow card","",NA
118191,"24","","yellow card","Kane H.",NA
118191,"58","Valencia A.","yellow card","",NA
118191,"77","","yellow card","Rose D.",NA
118192,"58","N'Zonzi S.","yellow card","",NA
118192,"81","","yellow card","Djimsiti B.",NA
118193,"63","","yellow card","Mallo H.",NA
118193,"74","Campana J.","yellow card","",NA
118193,"77","","yellow card","Alvarez S.",NA
118193,"90+3","","yellow card","Boufal S.",NA
118193,"90+6","Rober","yellow card","",NA
118357,"35","","yellow card","Basdas B.",NA
118444,"32","Bissouma Y.","yellow card","",NA
118444,"41","","yellow card","Davis S.",NA
118444,"82","","yellow card","Bednarek J.",NA
118449,"7","","yellow card","Wisdom A.",NA
118449,"22","MacDonald A.","yellow card","",NA
118449,"55","Toral J.","yellow card","",NA
118449,"76","Stewart K.","yellow card","",NA
118450,"29","","red card","Ledson R.",NA
118450,"59","Roberts T.","yellow card","",NA
118450,"66","","yellow card","Fisher D.",NA
118450,"71","","yellow card","Moult L.",NA
118450,"72","Klich M.","yellow card","",NA
118450,"87","","yellow card","Browne A.",NA
118450,"89","","yellow card","Harrop J.",NA
118450,"90+2","","yellow card","Davies B.",NA
118450,"90+3","Dallas S.","yellow card","",NA
118458,"61","","yellow card","Bacuna J.",NA
118458,"90+7","Adam C.","yellow card","",NA
118958,"40","","yellow card","Tameze A.",NA
118958,"42","","yellow card","Balotelli M.",NA
118962,"15","Portillo F.","yellow card","",NA
118963,"14","Dmitrovic M.","yellow card","",NA
118963,"34","Diop P.","yellow card","",NA
118963,"58","","yellow card","Juanmi",NA
118963,"75","Pena R.","yellow card","",NA
119006,"34","Saiz S.","yellow card","",NA
119006,"53","Douglas B.","yellow card","",NA
119006,"55","","yellow card","Besic M.",NA
119006,"62","","yellow card","Clayton A.",NA
119006,"73","Berardi G.","yellow card","",NA
119006,"78","Cooper L.","yellow card","",NA
119006,"80","","yellow card","Ayala D.",NA
